Year,Week,Year_Week,Route,Fleet_Type,Actual_Trips,Total_Volume_Tons,Is_Peak_Event,Date,YearMonth,Month,Time_Index,Is_Peak_Week,Actual_Trips_Trend,Actual_Trips_Detrended,Actual_Trips_Seasonal_Baseline,Actual_Trips_Residual,Actual_Trips_Outlier_Candidate,Total_Volume_Tons_Trend,Total_Volume_Tons_Detrended,Total_Volume_Tons_Seasonal_Baseline,Total_Volume_Tons_Residual,Total_Volume_Tons_Outlier_Candidate,Is_Outlier_Candidate
2021,4,2021-W04,HN-HCM,Container_30T,43,1226.2,0,2021-01-28,2021-01,1,4,0,44.35344393106143,-1.3534439310614275,-1.4690843547874408,0.11564042372601335,False,1265.1207448909438,-38.9207937190688,-50.096985523649664,11.176191804580867,False,False
2021,4,2021-W04,HN-HCM,Truck_15T,59,847.4,0,2021-01-28,2021-01,1,4,0,59.62767428098252,-0.627674280982518,-0.627674280982518,0.0,False,847.9228960130487,-0.5228715989861712,-16.284273685303333,15.761402086317162,False,False
2021,5,2021-W05,HCM-HN,Container_30T,10,284.3,1,2021-02-04,2021-02,2,5,1,39.63914650987425,-29.63914650987425,-2.8703857961804715,-26.76876071369378,False,1130.6021131798304,-846.3021253868617,-82.73316381835912,-763.5689615685026,False,False
2021,5,2021-W05,HCM-HN,Truck_15T,13,181.6,1,2021-02-04,2021-02,2,5,1,54.77741604029912,-41.77741604029912,0.4987609689251684,-42.27617700922429,False,777.5549800828916,-595.954973979376,4.012603306156507,-599.9675772855325,False,False
2021,5,2021-W05,HN-HCM,Container_30T,11,317.4,1,2021-02-04,2021-02,2,5,1,44.43109752396192,-33.43109752396192,-0.778018795139964,-32.65307872882195,False,1267.3391640648806,-949.9391701683962,-55.36786154893548,-894.5713086194608,False,False
2021,5,2021-W05,HN-HCM,Truck_15T,14,202.4,1,2021-02-04,2021-02,2,5,1,59.72957358716173,-45.72957358716173,-2.5309000421584784,-43.19867354500325,False,849.3547288841202,-646.9547349876358,-33.22898880364414,-613.7257461839916,False,False
2021,6,2021-W06,HCM-HN,Container_30T,9,256.7,1,2021-02-11,2021-02,2,6,1,39.706274997073805,-30.706274997073805,-2.8218946402269154,-27.88438035684689,False,1132.5173540998899,-875.8173418928586,-95.43291604024785,-780.3844258526108,False,False
2021,6,2021-W06,HCM-HN,Truck_15T,13,185.8,1,2021-02-11,2021-02,2,6,1,54.87045294119901,-41.87045294119901,-1.594275931974721,-40.27617700922429,False,778.8782460838203,-593.0782430320625,-16.61058945258469,-576.4676535794778,False,False
2021,6,2021-W06,HN-HCM,Container_30T,10,289.7,1,2021-02-11,2021-02,2,6,1,44.508751116862406,-34.508751116862406,-2.6243915405884266,-31.88435957627398,False,1269.5575832388172,-979.8575710317859,-96.13379945746055,-883.7237715743254,False,False
2021,6,2021-W06,HN-HCM,Truck_15T,14,198.8,1,2021-02-11,2021-02,2,6,1,59.831472893340944,-45.831472893340944,-3.434125803334453,-42.39734709000649,False,850.7865617551918,-651.986558703434,-61.573728336047566,-590.4128303673864,False,False
2021,7,2021-W07,HCM-HN,Container_30T,40,1159.2,0,2021-02-18,2021-02,2,7,0,39.773403484273366,0.22659651572663364,0.11097687257352362,0.11561964315311002,False,1134.4325950199493,24.767356151925696,-11.948132546244778,36.715488698170475,False,False
2021,7,2021-W07,HCM-HN,Truck_15T,57,822.2,0,2021-02-18,2021-02,2,7,0,54.963489842098895,2.0365101579011053,-2.8944455897928236,4.930955747693929,True,780.2015120847491,41.99850012228217,-25.93458571990891,67.93308584219108,False,True
2021,7,2021-W07,HN-HCM,Container_30T,47,1354.2,0,2021-02-18,2021-02,2,7,0,44.5864047097629,2.4135952902370974,-1.702045133488916,4.115640423726013,True,1271.776002412754,82.423948759121,-30.152267459522136,112.57621621864314,True,True
2021,7,2021-W07,HN-HCM,Truck_15T,60,841.3,0,2021-02-18,2021-02,2,7,0,59.933372199520164,0.06662780047983574,-0.5360251095136732,0.602652909993509,False,852.2183946262634,-10.918406833294625,-10.918406833294625,0.0,False,False
2021,8,2021-W08,HCM-HN,Container_30T,41,1161.8,0,2021-02-25,2021-02,2,8,0,39.84053197147292,1.1594680285270798,0.04384838537396263,1.1156196431531171,False,1136.3478359400087,25.452212888116264,-15.66342229442921,41.115635182545475,False,False
2021,8,2021-W08,HCM-HN,Truck_15T,54,759.8,0,2021-02-25,2021-02,2,8,0,55.05652674299878,-1.056526742998777,-1.7803497337744858,0.7238229907757088,False,781.5247780856778,-21.72479029270903,-28.52404781928226,6.7992575265732285,False,False
2021,8,2021-W08,HN-HCM,Container_30T,42,1188.6,0,2021-02-25,2021-02,2,8,0,44.66405830266339,-2.664058302663392,-1.010979573841439,-1.6530787288219528,False,1273.9944215866906,-85.39444600075308,-11.423021414495452,-73.97142458625763,False,False
2021,8,2021-W08,HN-HCM,Truck_15T,57,799.6,0,2021-02-25,2021-02,2,8,0,60.03527150569938,-3.0352715056993773,-4.4359347331977546,1.4006632274983772,False,853.650227497335,-54.05025191139748,-54.05025191139748,0.0,False,False
2021,9,2021-W09,HCM-HN,Container_30T,41,1154.4,0,2021-03-04,2021-03,3,9,0,39.90766045867248,1.0923395413275188,-3.0232801018255913,4.11561964315311,True,1138.263076860068,16.13694755399456,-83.07866321448864,99.2156107684832,True,True
2021,9,2021-W09,HCM-HN,Truck_15T,52,752.8,0,2021-03-04,2021-03,3,9,0,55.14956364389867,-3.1495636438986665,-2.8733866346743753,-0.2761770092242912,False,782.8480440866065,-30.04805629363773,-30.04805629363773,0.0,False,False
2021,9,2021-W09,HN-HCM,Container_30T,43,1240.3,0,2021-03-04,2021-03,3,9,0,44.74171189556388,-1.7417118955638813,-2.0886331667419284,0.34692127117804716,False,1276.2128407606272,-35.91279193250216,-52.44148941655726,16.5286974840551,False,False
2021,9,2021-W09,HN-HCM,Truck_15T,58,825.0,0,2021-03-04,2021-03,3,9,0,60.13717081187859,-2.1371708118785904,-2.1371708118785904,0.0,False,855.0820603684065,-30.082060368406474,-18.64351128284875,-11.438549085557725,False,False
2021,10,2021-W10,HCM-HN,Container_30T,39,1094.4,0,2021-03-11,2021-03,3,10,0,39.974788945872035,-0.9747889458720351,-0.9747889458720351,0.0,False,1140.1783177801274,-45.77829336606487,-44.393806478298075,-1.3844868877667977,False,False
2021,10,2021-W10,HCM-HN,Truck_15T,56,781.7,0,2021-03-11,2021-03,3,10,0,55.24260054479855,0.7573994552014511,-0.9664235355742505,1.7238229907757017,False,784.1713100875352,-2.4712978805039256,-4.10372669848698,1.6324288179830546,False,False
2021,10,2021-W10,HN-HCM,Container_30T,45,1294.2,0,2021-03-11,2021-03,3,10,0,44.81936548846437,0.18063451153562937,-0.1662867596424178,0.34692127117804716,False,1278.431259934564,15.768691237311032,-21.407500567269835,37.17619180458087,False,False
2021,10,2021-W10,HN-HCM,Truck_15T,57,819.6,0,2021-03-11,2021-03,3,10,0,60.2390701180578,-3.2390701180578034,-3.2390701180578034,0.0,False,856.5138932394781,-36.91391765354058,-36.91391765354058,0.0,False,False
2021,11,2021-W11,HCM-HN,Container_30T,40,1146.3,0,2021-03-18,2021-03,3,11,0,40.041917433071596,-0.04191743307159612,-0.15753707622470614,0.11561964315311002,False,1142.0935587001868,4.206490127938196,-24.90914505460728,29.115635182545475,False,False
2021,11,2021-W11,HCM-HN,Truck_15T,53,747.3,0,2021-03-18,2021-03,3,11,0,55.33563744569844,-2.3356374456984383,-2.3356374456984383,0.0,False,785.4945760884639,-38.19458829549512,-30.526968285353178,-7.667620010141945,False,False
2021,11,2021-W11,HN-HCM,Container_30T,44,1232.1,0,2021-03-18,2021-03,3,11,0,44.89701908136486,-0.89701908136486,-1.1282999288168938,0.2312808474520338,False,1280.6496791085005,-48.54970352256305,-37.602160373912284,-10.947543148650766,False,False
2021,11,2021-W11,HN-HCM,Truck_15T,62,884.7,0,2021-03-18,2021-03,3,11,0,60.34096942423702,1.6590305757629835,-1.142295879233771,2.8013264549967545,False,857.9457261105497,26.754286096481565,-20.70712819686696,47.461414293348525,False,False
2021,12,2021-W12,HCM-HN,Container_30T,41,1168.2,0,2021-03-25,2021-03,3,12,0,40.10904592027115,0.89095407972885,-0.6668557418477121,1.5578098215765621,False,1144.0087996202462,24.191151551628764,-24.016568383394088,48.20771993502285,False,False
2021,12,2021-W12,HCM-HN,Truck_15T,56,797.1,0,2021-03-25,2021-03,3,12,0,55.42867434659832,0.5713256534016793,-0.15249733737402948,0.7238229907757088,False,786.8178420893927,10.282133496544816,-2.8502342862821024,13.132367782826918,False,False
2021,12,2021-W12,HN-HCM,Container_30T,43,1236.0,0,2021-03-25,2021-03,3,12,0,44.974672674265356,-1.9746726742653564,0.5627656308305831,-2.5374383050959395,False,1282.8680982824371,-46.86809828243713,35.1270856711144,-81.99518395355153,False,False
2021,12,2021-W12,HN-HCM,Truck_15T,62,879.4,0,2021-03-25,2021-03,3,12,0,60.44286873041624,1.5571312695837634,-0.8435319579146068,2.40066322749837,False,859.3775589816212,20.022465432441322,-24.764701148414474,44.787166580855796,False,False
2021,13,2021-W13,HCM-HN,Container_30T,39,1111.9,0,2021-04-01,2021-04,4,13,0,40.17617440747071,-1.176174407470711,-0.40741369377693104,-0.76876071369378,False,1145.9240405403057,-34.02401612624317,-14.455115592896618,-19.56890053334655,False,False
2021,13,2021-W13,HCM-HN,Truck_15T,52,742.4,0,2021-04-01,2021-04,4,13,0,55.52171124749821,-3.52171124749821,-2.452666995192132,-1.0690442523060781,False,788.1411080903214,-45.74108367625888,-24.474218346574958,-21.266865329683924,False,False
2021,13,2021-W13,HN-HCM,Container_30T,42,1178.2,0,2021-04-01,2021-04,4,13,0,45.052326267165846,-3.0523262671658458,-3.2836071146178796,0.2312808474520338,False,1285.086517456374,-106.88656628449894,-106.88656628449894,0.0,False,False
2021,13,2021-W13,HN-HCM,Truck_15T,60,849.5,0,2021-04-01,2021-04,4,13,0,60.54476803659545,-0.5447680365954497,-0.7467577190905814,0.20198968249513172,False,860.8093918526928,-11.309391852692784,-12.470818353072445,1.1614265003796618,False,False
2021,14,2021-W14,HCM-HN,Container_30T,39,1096.4,0,2021-04-08,2021-04,4,14,0,40.243302894670265,-1.243302894670265,-1.243302894670265,0.0,False,1147.839281460365,-51.4392570463026,-51.4392570463026,0.0,False,False
2021,14,2021-W14,HCM-HN,Truck_15T,53,739.9,0,2021-04-08,2021-04,4,14,0,55.61474814839809,-2.6147481483980926,-0.40761539147987946,-2.207132756918213,False,789.4643740912501,-49.56434967718758,-8.963643824854557,-40.60070585233302,False,False
2021,14,2021-W14,HN-HCM,Container_30T,44,1266.8,0,2021-04-08,2021-04,4,14,0,45.129979860066335,-1.129979860066335,-2.4769011312443823,1.3469212711780472,False,1287.3049366303105,-20.50488780218552,-49.133560872177895,28.628673069992374,False,False
2021,14,2021-W14,HN-HCM,Truck_15T,62,871.6,0,2021-04-08,2021-04,4,14,0,60.64666734277466,1.3533326572253372,-3.8486570252697874,5.201989682495125,False,862.2412247237644,9.35875086217311,-44.002626810081665,53.361377672254775,False,False
2021,15,2021-W15,HCM-HN,Container_30T,41,1170.3,0,2021-04-15,2021-04,4,15,0,40.310431381869826,0.6895686181301741,-0.983860846599498,1.6734294647296721,False,1149.7545223804243,20.545526447700695,-5.977779841742631,26.523306289443326,False,False
2021,15,2021-W15,HCM-HN,Truck_15T,56,785.2,0,2021-04-15,2021-04,4,15,0,55.707785049297975,0.2922149507020251,0.2922149507020251,0.0,False,790.7876400921788,-5.587627885147526,-5.587627885147526,0.0,False,False
2021,15,2021-W15,HN-HCM,Container_30T,45,1301.6,0,2021-04-15,2021-04,4,15,0,45.207633452966824,-0.20763345296682445,-1.5545547241448787,1.3469212711780543,False,1289.5233558042473,12.07661978169017,-37.851980046114704,49.928599827804874,False,False
2021,15,2021-W15,HN-HCM,Truck_15T,62,891.3,0,2021-04-15,2021-04,4,15,0,60.748566648953876,1.2514333510461242,-2.3512195589473777,3.602652909993502,False,863.6730575948359,27.626930198132868,-34.02167509013384,61.64860528826671,False,False
2021,16,2021-W16,HCM-HN,Container_30T,41,1185.4,0,2021-04-22,2021-04,4,16,0,40.37755986906939,0.6224401309306131,-3.050989333799052,3.673429464729665,True,1151.6697633004837,33.73026111357876,-67.89302076180206,101.62328187538083,True,True
2021,16,2021-W16,HCM-HN,Truck_15T,53,750.4,0,2021-04-22,2021-04,4,16,0,55.800821950197864,-2.8008219501978644,-2.6627334455857152,-0.13808850461214917,False,792.1109060931076,-41.71088167904509,-41.71088167904509,0.0,False,False
2021,16,2021-W16,HN-HCM,Container_30T,44,1234.4,0,2021-04-22,2021-04,4,16,0,45.285287045867314,-1.2852870458673138,-1.4009274695933343,0.11564042372602046,False,1291.741774978184,-57.34175056412141,-57.34175056412141,0.0,False,False
2021,16,2021-W16,HN-HCM,Truck_15T,61,879.9,0,2021-04-22,2021-04,4,16,0,60.850465955133096,0.14953404486690403,-2.453118865126598,2.602652909993502,False,865.1048904659075,14.795133948155012,-14.65345913308056,29.448593081235572,False,False
2021,17,2021-W17,HCM-HN,Container_30T,41,1160.2,0,2021-04-29,2021-04,4,17,0,40.44468835626894,0.5553116437310592,-0.5603079994220508,1.11561964315311,False,1153.5850042205432,6.614946951331831,-18.708286095923995,25.323233047255826,False,False
2021,17,2021-W17,HCM-HN,Truck_15T,52,733.6,0,2021-04-29,2021-04,4,17,0,55.89385885109775,-3.8938588510977468,-3.7557703464856047,-0.13808850461214206,False,793.4341720940363,-59.834196508098785,-58.40038039951219,-1.4338161085865977,False,False
2021,17,2021-W17,HN-HCM,Container_30T,44,1240.1,0,2021-04-29,2021-04,4,17,0,45.36294063876781,-1.3629406387678102,-3.4785810624938236,2.1156404237260134,False,1293.9601941521205,-53.86021856618299,-91.53641037076386,37.67619180458087,False,False
2021,17,2021-W17,HN-HCM,Truck_15T,57,809.7,0,2021-04-29,2021-04,4,17,0,60.95236526131231,-3.952365261312309,-3.952365261312309,0.0,False,866.5367233369791,-56.836711129947844,-56.836711129947844,0.0,False,False
2021,18,2021-W18,HCM-HN,Container_30T,57,1611.6,1,2021-05-06,2021-05,5,18,1,40.5118168434685,16.4881831565315,-1.7547661530273615,18.24294930955886,False,1155.5002451406026,456.0997304453349,-45.77829336606487,501.87802381139977,False,False
2021,18,2021-W18,HCM-HN,Truck_15T,83,1166.9,1,2021-05-06,2021-05,5,18,1,55.986895751997636,27.013104248002364,-2.361977049072536,29.3750812970749,False,794.757438094965,372.1425863190975,-34.645999700405696,406.7885860195032,False,False
2021,18,2021-W18,HN-HCM,Container_30T,46,1335.7,0,2021-05-06,2021-05,5,18,1,45.4405942316683,0.5594057683317004,1.3281249208796666,-0.7687191525479662,False,1296.1786133260573,39.5213378458177,39.5213378458177,0.0,False,False
2021,18,2021-W18,HN-HCM,Truck_15T,63,901.9,0,2021-05-06,2021-05,5,18,1,61.05426456749152,1.945735432508478,1.7437457500133462,0.20198968249513172,False,867.9685562080506,33.931468206011914,24.144301625156118,9.787166580855796,False,False
2021,19,2021-W19,HCM-HN,Container_30T,60,1692.2,1,2021-05-13,2021-05,5,19,1,40.578945330668056,19.421054669331944,-1.7547661530273615,21.175820822359306,False,1157.415486060662,534.784465111213,-45.77829336606487,580.5627584772778,False,False
2021,19,2021-W19,HCM-HN,Truck_15T,76,1069.6,1,2021-05-13,2021-05,5,19,1,56.07993265289752,19.92006734710248,-2.361977049072536,22.282044396175017,False,796.0807040958937,273.5192714900438,-34.645999700405696,308.1652711904495,False,False
2021,19,2021-W19,HN-HCM,Container_30T,47,1339.6,0,2021-05-13,2021-05,5,19,1,45.51824782456879,1.481752175431211,0.25047132797917726,1.2312808474520338,False,1298.3970324999939,41.202943085943616,11.450535062719382,29.752408023224234,False,False
2021,19,2021-W19,HN-HCM,Truck_15T,61,850.2,0,2021-05-13,2021-05,5,19,1,61.156163873670735,-0.15616387367073514,-0.15616387367073514,0.0,False,869.4003890791222,-19.200376872090942,-19.200376872090942,0.0,False,False
2021,20,2021-W20,HCM-HN,Container_30T,56,1610.6,1,2021-05-20,2021-05,5,20,1,40.64607381786762,15.353926182132383,-1.7547661530273615,17.108692335159745,False,1159.3307269807215,451.26924860521603,-45.77829336606487,497.0475419712809,False,False
2021,20,2021-W20,HCM-HN,Truck_15T,81,1162.2,1,2021-05-20,2021-05,5,20,1,56.17296955379741,24.827030446202592,-2.361977049072536,27.189007495275128,False,797.4039700968225,364.7959810750525,-34.645999700405696,399.4419807754582,False,False
2021,20,2021-W20,HN-HCM,Container_30T,49,1382.1,0,2021-05-20,2021-05,5,20,1,45.59590141746928,3.4040985825307217,1.172817735078688,2.231280847452034,False,1300.6154516739305,81.48452391200703,27.6321403028453,53.852383609161734,False,False
2021,20,2021-W20,HN-HCM,Truck_15T,60,851.6,0,2021-05-20,2021-05,5,20,1,61.25806317984995,-1.2580631798499482,-1.2580631798499482,0.0,False,870.8322219501938,-19.232246364256298,-11.780815031429256,-7.451431332827042,False,False
2021,21,2021-W21,HCM-HN,Container_30T,56,1576.0,1,2021-05-27,2021-05,5,21,1,40.71320230506717,15.28679769493283,-1.7547661530273615,17.04156384796019,False,1161.2459679007807,414.75403209921933,-45.77829336606487,460.5323254652842,False,False
2021,21,2021-W21,HCM-HN,Truck_15T,76,1093.7,1,2021-05-27,2021-05,5,21,1,56.26600645469729,19.73399354530271,-2.361977049072536,22.095970594375245,False,798.7272360977512,294.9727150741238,-34.645999700405696,329.6187147745295,False,False
2021,21,2021-W21,HN-HCM,Container_30T,47,1341.4,0,2021-05-27,2021-05,5,21,1,45.67355501036977,1.3264449896302324,0.09516414217819857,1.2312808474520338,False,1302.8338708478673,38.566153566195226,-24.08627887109151,62.652432437286734,False,False
2021,21,2021-W21,HN-HCM,Truck_15T,62,885.1,0,2021-05-27,2021-05,5,21,1,61.35996248602917,0.6400375139708316,0.4380478314756999,0.20198968249513172,False,872.2640548212653,12.83592076467221,12.83592076467221,0.0,False,False
2021,22,2021-W22,HCM-HN,Container_30T,58,1631.5,1,2021-06-03,2021-06,6,22,1,40.78033079226673,17.21966920773327,-1.7547661530273615,18.97443536076063,False,1163.16120882084,468.3387911791599,-45.77829336606487,514.1170845452248,False,False
2021,22,2021-W22,HCM-HN,Truck_15T,79,1109.5,1,2021-06-03,2021-06,6,22,1,56.35904335559717,22.640956644402827,-2.361977049072536,25.002933693475363,False,800.0505020986799,309.4494979013201,-34.645999700405696,344.0954976017258,False,False
2021,22,2021-W22,HN-HCM,Container_30T,48,1341.5,0,2021-06-03,2021-06,6,22,1,45.751208603270264,2.248791396729736,1.7862297018256754,0.4625616949040605,False,1305.0522900218039,36.447709978196144,36.447709978196144,0.0,False,False
2021,22,2021-W22,HN-HCM,Truck_15T,60,855.1,0,2021-06-03,2021-06,6,22,1,61.46186179220838,-1.4618617922083814,-1.4618617922083814,0.0,False,873.6958876923369,-18.595912106399396,-18.595912106399396,0.0,False,False
2021,23,2021-W23,HCM-HN,Container_30T,60,1735.8,1,2021-06-10,2021-06,6,23,1,40.847459279466285,19.152540720533715,-1.7547661530273615,20.907306873561076,False,1165.0764497408995,570.7235990872255,-45.77829336606487,616.5018924532903,False,False
2021,23,2021-W23,HCM-HN,Truck_15T,78,1090.5,1,2021-06-10,2021-06,6,23,1,56.45208025649706,21.547919743502938,-2.361977049072536,23.909896792575474,False,801.3737680996086,289.1262319003914,-34.645999700405696,323.7722316007971,False,False
2021,23,2021-W23,HN-HCM,Container_30T,49,1376.3,0,2021-06-10,2021-06,6,23,1,45.82886219617075,3.1711378038292466,-1.0601430436227872,4.231280847452034,True,1307.2707091957407,69.02933963238434,-2.4231416330271713,71.4524812654115,False,True
2021,23,2021-W23,HN-HCM,Truck_15T,64,904.7,0,2021-06-10,2021-06,6,23,1,61.563761098387594,2.4362389016124055,-1.1664140083810963,3.602652909993502,False,875.1277205634085,29.572291643622748,-17.47633805870646,47.04862970232921,False,False
2021,24,2021-W24,HCM-HN,Container_30T,55,1592.4,1,2021-06-17,2021-06,6,24,1,40.914587766665846,14.085412233334154,-1.7547661530273615,15.840178386361515,False,1166.991690660959,425.40833375310353,-45.77829336606487,471.1866271191684,False,False
2021,24,2021-W24,HCM-HN,Truck_15T,79,1110.2,1,2021-06-17,2021-06,6,24,1,56.545117157396945,22.454882842603055,-2.361977049072536,24.81685989167559,False,802.6970341005373,307.5029170713377,-34.645999700405696,342.1489167717434,False,False
2021,24,2021-W24,HN-HCM,Container_30T,48,1371.0,0,2021-06-17,2021-06,6,24,1,45.90651578907124,2.0934842109287572,-1.022156212797256,3.1156404237260134,False,1309.4891283696772,61.510871630322754,-19.293993244250487,80.80486487457324,False,False
2021,24,2021-W24,HN-HCM,Truck_15T,61,871.7,0,2021-06-17,2021-06,6,24,1,61.66566040456681,-0.6656604045668075,-0.6656604045668075,0.0,False,876.5595534344801,-4.859541227448858,-4.859541227448858,0.0,False,False
2021,25,2021-W25,HCM-HN,Container_30T,41,1181.6,0,2021-06-24,2021-06,6,25,0,40.9817162538654,0.01828374613459971,-1.6551457185950724,1.6734294647296721,False,1168.9069315810184,12.693044004919102,-29.130189042336724,41.823233047255826,False,False
2021,25,2021-W25,HCM-HN,Truck_15T,56,807.8,0,2021-06-24,2021-06,6,25,0,56.638154058296834,-0.6381540582968341,-1.569109805990756,0.9309557476939219,False,804.0203001014661,3.7796876915026587,-33.21958204210182,36.99926973360448,False,False
2021,25,2021-W25,HN-HCM,Container_30T,44,1246.4,0,2021-06-24,2021-06,6,25,0,45.98416938197173,-1.984169381971732,-1.984169381971732,0.0,False,1311.7075475436138,-65.30752312955133,-65.30752312955133,0.0,False,False
2021,25,2021-W25,HN-HCM,Truck_15T,62,885.1,0,2021-06-24,2021-06,6,25,0,61.76755971074603,0.2324402892539723,-0.9695493932411523,1.2019896824951246,False,877.9913863055516,7.1085892803859,-30.052837219993762,37.16142650037966,False,False
2021,26,2021-W26,HCM-HN,Container_30T,38,1090.1,0,2021-07-01,2021-07,7,26,0,41.04884474106496,-3.0488447410649613,-3.0488447410649613,0.0,False,1170.8221725010776,-80.7221969151401,-80.7221969151401,0.0,False,False
2021,26,2021-W26,HCM-HN,Truck_15T,55,765.7,0,2021-07-01,2021-07,7,26,0,56.73119095919672,-1.7311909591967165,-4.593102454584567,2.861911495387851,False,805.3435661023948,-39.64355389536354,-57.30977440787069,17.666220512507152,False,False
2021,26,2021-W26,HN-HCM,Container_30T,43,1245.0,0,2021-07-01,2021-07,7,26,0,46.06182297487223,-3.0618229748722285,-3.4087442460502757,0.34692127117804716,False,1313.9259667175506,-68.92596671755064,-91.75459095941801,22.828624241867374,False,False
2021,26,2021-W26,HN-HCM,Truck_15T,60,837.8,0,2021-07-01,2021-07,7,26,0,61.86945901692524,-1.8694590169252407,-1.8694590169252407,0.0,False,879.4232191766232,-41.623231383654456,-41.623231383654456,0.0,False,False
2021,27,2021-W27,HCM-HN,Container_30T,40,1128.0,0,2021-07-08,2021-07,7,27,0,41.115973228264515,-1.1159732282645152,-3.2315928714176323,2.115619643153117,False,1172.737413421137,-44.737413421137035,-117.65297536149524,72.9155619403582,False,False
2021,27,2021-W27,HCM-HN,Truck_15T,55,772.4,0,2021-07-08,2021-07,7,27,0,56.824227860096606,-1.824227860096606,-3.5480508508723005,1.7238229907756946,False,806.6668321033235,-34.266807689260986,-50.29919988615029,16.032392196889305,False,False
2021,27,2021-W27,HN-HCM,Container_30T,45,1292.3,0,2021-07-08,2021-07,7,27,0,46.13947656777272,-1.1394765677727179,-2.6020382626767855,1.4625616949040676,False,1316.1443858914872,-23.844337063362218,-73.54922635199796,49.70488928863574,False,False
2021,27,2021-W27,HN-HCM,Truck_15T,57,798.4,0,2021-07-08,2021-07,7,27,0,61.971358323104454,-4.971358323104454,-3.7726847781012083,-1.1986735450032455,False,880.8550520476948,-82.45502763363231,-41.42932417425004,-41.02570345938227,False,False
